Gene	peak.time
Tb09.160.4180	G2/M phase
Tb09.160.4440	G2/M phase
Tb09.160.4520	G2/M phase
Tb09.160.4530	G2/M phase
Tb09.160.4580	G2/M phase
Tb09.160.4750	G2/M phase
Tb09.160.4830	G2/M phase
Tb09.160.4860	G2/M phase
Tb09.160.5060	G2/M phase
Tb09.160.5100	G2/M phase
Tb09.160.5170	G2/M phase
Tb09.160.5200	G2/M phase
Tb09.160.5230	G2/M phase
Tb09.160.5260	G2/M phase
Tb09.160.5270	G2/M phase
Tb09.160.5300	G2/M phase
Tb09.160.5310	G2/M phase
Tb09.160.5320	G2/M phase
Tb09.160.5560	G2/M phase
Tb09.160.5570	G2/M phase
Tb09.160.5600	G2/M phase
Tb09.211.0010	G2/M phase
Tb09.211.0110	G2/M phase
Tb09.211.0120	G2/M phase
Tb09.211.0170	G2/M phase
Tb09.211.0180	G2/M phase
Tb09.211.0190	G2/M phase
Tb09.211.0220	G2/M phase
Tb09.211.0230	G2/M phase
Tb09.211.0310	G2/M phase
Tb09.211.0430	G2/M phase
Tb09.211.0460	G2/M phase
Tb09.211.0485	G2/M phase
Tb09.211.0530	G2/M phase
Tb09.211.0540	G2/M phase
Tb09.211.0600	G2/M phase
Tb09.211.0620	G2/M phase
Tb09.211.0680	G2/M phase
Tb09.211.0690	G2/M phase
Tb09.211.0700	G2/M phase
Tb09.211.0720	G2/M phase
Tb09.211.0780	G2/M phase
Tb09.211.0870	G2/M phase
Tb09.211.0890	G2/M phase
Tb09.211.1050	G2/M phase
Tb09.211.1220	G2/M phase
Tb09.211.1240	G2/M phase
Tb09.211.1370	G2/M phase
Tb09.211.1470	G2/M phase
Tb09.211.1510	G2/M phase
Tb09.211.1530	G2/M phase
Tb09.211.1610	G2/M phase
Tb09.211.1630	G2/M phase
Tb09.211.1680	G2/M phase
Tb09.211.1750	G2/M phase
Tb09.211.1790	G2/M phase
Tb09.211.1800	G2/M phase
Tb09.211.1810	G2/M phase
Tb09.211.1880	G2/M phase
Tb09.211.1910	G2/M phase
Tb09.211.1950	G2/M phase
Tb09.211.1960	G2/M phase
Tb09.211.2070	G2/M phase
Tb09.211.2110	G2/M phase
Tb09.211.2205	G2/M phase
Tb09.211.2230	G2/M phase
Tb09.211.2250	G2/M phase
Tb09.211.2300	G2/M phase
Tb09.211.2450	G2/M phase
Tb09.211.2530	G2/M phase
Tb09.211.2560	G2/M phase
Tb09.211.2590	G2/M phase
Tb09.211.2610	G2/M phase
Tb09.211.2620	G2/M phase
Tb09.211.2650	G2/M phase
Tb09.211.2660	G2/M phase
Tb09.211.2700	G2/M phase
Tb09.211.2810	G2/M phase
Tb09.211.2900	G2/M phase
Tb09.211.2960	G2/M phase
Tb09.211.3000	G2/M phase
Tb09.211.3030	G2/M phase
Tb09.211.3170	G2/M phase
Tb09.211.3200	G2/M phase
Tb09.211.3390	G2/M phase
Tb09.211.3470	G2/M phase
Tb09.211.3490	G2/M phase
Tb09.211.3530	G2/M phase
Tb09.211.3630	G2/M phase
Tb09.211.3670	G2/M phase
Tb09.211.3680	G2/M phase
Tb09.211.3730	G2/M phase
Tb09.211.3740	G2/M phase
Tb09.211.3830	G2/M phase
Tb09.211.3870	G2/M phase
Tb09.211.3880	G2/M phase
Tb09.211.3970	G2/M phase
Tb09.211.4000	G2/M phase
Tb09.211.4110	G2/M phase
Tb09.211.4120	G2/M phase
Tb09.211.4150	G2/M phase
Tb09.211.4190	G2/M phase
Tb09.211.4200	G2/M phase
Tb09.211.4240	G2/M phase
Tb09.211.4300	G2/M phase
Tb09.211.4330	G2/M phase
Tb09.211.4360	G2/M phase
Tb09.211.4370	G2/M phase
Tb09.211.4380	G2/M phase
Tb09.211.4400	G2/M phase
Tb09.211.4560	G2/M phase
Tb09.211.4710	G2/M phase
Tb09.211.4740	G2/M phase
Tb09.211.4870	G2/M phase
Tb09.244.2590	G2/M phase
Tb09.244.2650	G2/M phase
Tb09.244.2670	G2/M phase
Tb09.244.2700	G2/M phase
Tb09.244.2770	G2/M phase
Tb09.244.2780	G2/M phase
Tb09.244.2790	G2/M phase
Tb09.244.2800	G2/M phase
Tb09.244.2840	G2/M phase
Tb09.v1.0060	G2/M phase
Tb09.v1.0180	G2/M phase
Tb09.v1.0370	G2/M phase
Tb09.v1.0600	G2/M phase
Tb09.v1.0740	G2/M phase
Tb10.05.0010	G2/M phase
Tb10.05.0050	G2/M phase
Tb10.05.0060	G2/M phase
Tb10.05.0070	G2/M phase
Tb10.05.0120	G2/M phase
Tb10.05.0230	G2/M phase
Tb10.05.0260	G2/M phase
Tb10.100.0120	G2/M phase
Tb10.100.0190	G2/M phase
Tb10.100.0210	G2/M phase
Tb10.20.0130	G2/M phase
Tb10.26.0040	G2/M phase
Tb10.26.0050	G2/M phase
Tb10.26.0070	G2/M phase
Tb10.26.0090	G2/M phase
Tb10.26.0150	G2/M phase
Tb10.26.0220	G2/M phase
Tb10.26.0290	G2/M phase
Tb10.26.0300	G2/M phase
Tb10.26.0320	G2/M phase
Tb10.26.0360	G2/M phase
Tb10.26.0370	G2/M phase
Tb10.26.0390	G2/M phase
Tb10.26.0410	G2/M phase
Tb10.26.0540	G2/M phase
Tb10.26.0570	G2/M phase
Tb10.26.0585	G2/M phase
Tb10.26.0640	G2/M phase
Tb10.26.0760	G2/M phase
Tb10.26.0840	G2/M phase
Tb10.26.0860	G2/M phase
Tb10.26.0980	G2/M phase
Tb10.26.1010	G2/M phase
Tb10.26.1020	G2/M phase
Tb10.26.1070	G2/M phase
Tb10.26.1080	G2/M phase
Tb10.389.0080	G2/M phase
Tb10.389.0110	G2/M phase
Tb10.389.0120	G2/M phase
Tb10.389.0130	G2/M phase
Tb10.389.0160	G2/M phase
Tb10.389.0250	G2/M phase
Tb10.389.0280	G2/M phase
Tb10.389.0290	G2/M phase
Tb10.389.0300	G2/M phase
Tb10.389.0330	G2/M phase
Tb10.389.0510	G2/M phase
Tb10.389.0540	G2/M phase
Tb10.389.0620	G2/M phase
Tb10.389.0720	G2/M phase
Tb10.389.0920	G2/M phase
Tb10.389.1040	G2/M phase
Tb10.389.1170	G2/M phase
Tb10.389.1290	G2/M phase
Tb10.389.1330	G2/M phase
Tb10.389.1350	G2/M phase
Tb10.389.1390	G2/M phase
Tb10.389.1520	G2/M phase
Tb10.389.1530	G2/M phase
Tb10.389.1600	G2/M phase
Tb10.389.1710	G2/M phase
Tb10.389.1770	G2/M phase
Tb10.389.1790	G2/M phase
Tb10.389.1850	G2/M phase
Tb10.389.1890	G2/M phase
Tb10.389.1910	G2/M phase
Tb10.406.0080	G2/M phase
Tb10.406.0100	G2/M phase
Tb10.406.0110	G2/M phase
Tb10.406.0200	G2/M phase
Tb10.406.0500	G2/M phase
Tb10.406.0520	G2/M phase
Tb10.406.0540	G2/M phase
Tb10.406.0550	G2/M phase
Tb10.406.0580	G2/M phase
Tb10.406.0610	G2/M phase
Tb10.406.0620	G2/M phase
Tb10.61.0200	G2/M phase
Tb10.61.0320	G2/M phase
Tb10.61.0330	G2/M phase
Tb10.61.0360	G2/M phase
Tb10.61.0420	G2/M phase
Tb10.61.0430	G2/M phase
Tb10.61.0440	G2/M phase
Tb10.61.0480	G2/M phase
Tb10.61.0490	G2/M phase
Tb10.61.0620	G2/M phase
Tb10.61.0630	G2/M phase
Tb10.61.0900	G2/M phase
Tb10.61.0930	G2/M phase
Tb10.61.0990	G2/M phase
Tb10.61.1210	G2/M phase
Tb10.61.1260	G2/M phase
Tb10.61.1290	G2/M phase
Tb10.61.1300	G2/M phase
Tb10.61.1310	G2/M phase
Tb10.61.1340	G2/M phase
Tb10.61.1550	G2/M phase
Tb10.61.1710	G2/M phase
Tb10.61.1780	G2/M phase
Tb10.61.1810	G2/M phase
Tb10.61.1840	G2/M phase
Tb10.61.1870	G2/M phase
Tb10.61.1910	G2/M phase
Tb10.61.1940	G2/M phase
Tb10.61.1950	G2/M phase
Tb10.61.1970	G2/M phase
Tb10.61.1990	G2/M phase
Tb10.61.2020	G2/M phase
Tb10.61.2100	G2/M phase
Tb10.61.2110	G2/M phase
Tb10.61.2190	G2/M phase
Tb10.61.2210	G2/M phase
Tb10.61.2220	G2/M phase
Tb10.61.2270	G2/M phase
Tb10.61.2290	G2/M phase
Tb10.61.2360	G2/M phase
Tb10.61.2390	G2/M phase
Tb10.61.2410	G2/M phase
Tb10.61.2440	G2/M phase
Tb10.61.2530	G2/M phase
Tb10.61.2540	G2/M phase
Tb10.61.2590	G2/M phase
Tb10.61.2610	G2/M phase
Tb10.61.2640	G2/M phase
Tb10.61.2670	G2/M phase
Tb10.61.2700	G2/M phase
Tb10.61.2860	G2/M phase
Tb10.61.2900	G2/M phase
Tb10.61.2970	G2/M phase
Tb10.61.3010	G2/M phase
Tb10.61.3050	G2/M phase
Tb10.61.3070	G2/M phase
Tb10.61.3100	G2/M phase
Tb10.61.3155	G2/M phase
Tb10.61.3180	G2/M phase
Tb10.61.3190	G2/M phase
Tb10.61.3210	G2/M phase
Tb10.6k15.0140	G2/M phase
Tb10.6k15.0160	G2/M phase
Tb10.6k15.0200	G2/M phase
Tb10.6k15.0210	G2/M phase
Tb10.6k15.0270	G2/M phase
Tb10.6k15.0360	G2/M phase
Tb10.6k15.0380	G2/M phase
Tb10.6k15.0440	G2/M phase
Tb10.6k15.0450	G2/M phase
Tb10.6k15.0490	G2/M phase
Tb10.6k15.0500	G2/M phase
Tb10.6k15.0530	G2/M phase
Tb10.6k15.0550	G2/M phase
Tb10.6k15.0670	G2/M phase
Tb10.6k15.0710	G2/M phase
Tb10.6k15.0780	G2/M phase
Tb10.6k15.0790	G2/M phase
Tb10.6k15.0810	G2/M phase
Tb10.6k15.0960	G2/M phase
Tb10.6k15.0970	G2/M phase
Tb10.6k15.0990	G2/M phase
Tb10.6k15.1000	G2/M phase
Tb10.6k15.1100	G2/M phase
Tb10.6k15.1200	G2/M phase
Tb10.6k15.1210	G2/M phase
Tb10.6k15.1250	G2/M phase
Tb10.6k15.1270	G2/M phase
Tb10.6k15.1280	G2/M phase
Tb10.6k15.1290	G2/M phase
Tb10.6k15.1320	G2/M phase
Tb10.6k15.1360	G2/M phase
Tb10.6k15.1380	G2/M phase
Tb10.6k15.1400	G2/M phase
Tb10.6k15.1410	G2/M phase
Tb10.6k15.1420	G2/M phase
Tb10.6k15.1430	G2/M phase
Tb10.6k15.1440	G2/M phase
Tb10.6k15.1510	G2/M phase
Tb10.6k15.1670	G2/M phase
Tb10.6k15.1740	G2/M phase
Tb10.6k15.1750	G2/M phase
Tb10.6k15.1820	G2/M phase
Tb10.6k15.1850	G2/M phase
Tb10.6k15.1900	G2/M phase
Tb10.6k15.1910	G2/M phase
Tb10.6k15.1920	G2/M phase
Tb10.6k15.1930	G2/M phase
Tb10.6k15.1960	G2/M phase
Tb10.6k15.1990	G2/M phase
Tb10.6k15.2070	G2/M phase
Tb10.6k15.2320	G2/M phase
Tb10.6k15.2330	G2/M phase
Tb10.6k15.2370	G2/M phase
Tb10.6k15.2380	G2/M phase
Tb10.6k15.2400	G2/M phase
Tb10.6k15.2410	G2/M phase
Tb10.6k15.2440	G2/M phase
Tb10.6k15.2450	G2/M phase
Tb10.6k15.2500	G2/M phase
Tb10.6k15.2510	G2/M phase
Tb10.6k15.2530	G2/M phase
Tb10.6k15.2590	G2/M phase
Tb10.6k15.2610	G2/M phase
Tb10.6k15.2650	G2/M phase
Tb10.6k15.2670	G2/M phase
Tb10.6k15.2680	G2/M phase
Tb10.6k15.2740	G2/M phase
Tb10.6k15.2750	G2/M phase
Tb10.6k15.2770	G2/M phase
Tb10.6k15.2780	G2/M phase
Tb10.6k15.2890	G2/M phase
Tb10.6k15.2920	G2/M phase
Tb10.6k15.2930	G2/M phase
Tb10.6k15.2950	G2/M phase
Tb10.6k15.3020	G2/M phase
Tb10.6k15.3030	G2/M phase
Tb10.6k15.3070	G2/M phase
Tb10.6k15.3100	G2/M phase
Tb10.6k15.3220	G2/M phase
Tb10.6k15.3230	G2/M phase
Tb10.6k15.3580	G2/M phase
Tb10.6k15.3610	G2/M phase
Tb10.6k15.3650	G2/M phase
Tb10.6k15.3660	G2/M phase
Tb10.6k15.3700	G2/M phase
Tb10.6k15.3780	G2/M phase
Tb10.6k15.3800	G2/M phase
Tb10.6k15.3810	G2/M phase
Tb10.6k15.3900	G2/M phase
Tb10.6k15.3930	G2/M phase
Tb10.6k15.3990	G2/M phase
Tb10.70.0080	G2/M phase
Tb10.70.0090	G2/M phase
Tb10.70.0140	G2/M phase
Tb10.70.0170	G2/M phase
Tb10.70.0210	G2/M phase
Tb10.70.0310	G2/M phase
Tb10.70.0320	G2/M phase
Tb10.70.0440	G2/M phase
Tb10.70.0490	G2/M phase
Tb10.70.0510	G2/M phase
Tb10.70.0520	G2/M phase
Tb10.70.0530	G2/M phase
Tb10.70.0540	G2/M phase
Tb10.70.0550	G2/M phase
Tb10.70.0570	G2/M phase
Tb10.70.0580	G2/M phase
Tb10.70.0610	G2/M phase
Tb10.70.0620	G2/M phase
Tb10.70.0625	G2/M phase
Tb10.70.0760	G2/M phase
Tb10.70.0920	G2/M phase
Tb10.70.0980	G2/M phase
Tb10.70.1000	G2/M phase
Tb10.70.1010	G2/M phase
Tb10.70.1120	G2/M phase
Tb10.70.1150	G2/M phase
Tb10.70.1200	G2/M phase
Tb10.70.1320	G2/M phase
Tb10.70.1330	G2/M phase
Tb10.70.1360	G2/M phase
Tb10.70.1420	G2/M phase
Tb10.70.1450	G2/M phase
Tb10.70.1600	G2/M phase
Tb10.70.1640	G2/M phase
Tb10.70.1650	G2/M phase
Tb10.70.1770	G2/M phase
Tb10.70.1900	G2/M phase
Tb10.70.2090	G2/M phase
Tb10.70.2130	G2/M phase
Tb10.70.2160	G2/M phase
Tb10.70.2180	G2/M phase
Tb10.70.2190	G2/M phase
Tb10.70.2200	G2/M phase
Tb10.70.2250	G2/M phase
Tb10.70.2270	G2/M phase
Tb10.70.2280	G2/M phase
Tb10.70.2380	G2/M phase
Tb10.70.2490	G2/M phase
Tb10.70.2510	G2/M phase
Tb10.70.2520	G2/M phase
Tb10.70.2570	G2/M phase
Tb10.70.2580	G2/M phase
Tb10.70.2710	G2/M phase
Tb10.70.2770	G2/M phase
Tb10.70.2940	G2/M phase
Tb10.70.2950	G2/M phase
Tb10.70.2990	G2/M phase
Tb10.70.3070	G2/M phase
Tb10.70.3270	G2/M phase
Tb10.70.3350	G2/M phase
Tb10.70.3380	G2/M phase
Tb10.70.3440	G2/M phase
Tb10.70.3630	G2/M phase
Tb10.70.3640	G2/M phase
Tb10.70.3680	G2/M phase
Tb10.70.3790	G2/M phase
Tb10.70.3850	G2/M phase
Tb10.70.3860	G2/M phase
Tb10.70.3990	G2/M phase
Tb10.70.4000	G2/M phase
Tb10.70.4120	G2/M phase
Tb10.70.4140	G2/M phase
Tb10.70.4170	G2/M phase
Tb10.70.4300	G2/M phase
Tb10.70.4330	G2/M phase
Tb10.70.4340	G2/M phase
Tb10.70.4350	G2/M phase
Tb10.70.4410	G2/M phase
Tb10.70.4430	G2/M phase
Tb10.70.4720	G2/M phase
Tb10.70.4840	G2/M phase
Tb10.70.4850	G2/M phase
Tb10.70.4900	G2/M phase
Tb10.70.5030	G2/M phase
Tb10.70.5420	G2/M phase
Tb10.70.5430	G2/M phase
Tb10.70.5440	G2/M phase
Tb10.70.5460	G2/M phase
Tb10.70.5560	G2/M phase
Tb10.70.5590	G2/M phase
Tb10.70.5700	G2/M phase
Tb10.70.5780	G2/M phase
Tb10.70.5850	G2/M phase
Tb10.70.5870	G2/M phase
Tb10.70.5960	G2/M phase
Tb10.70.6030	G2/M phase
Tb10.70.6260	G2/M phase
Tb10.70.6540	G2/M phase
Tb10.70.6570	G2/M phase
Tb10.70.6600	G2/M phase
Tb10.70.6620	G2/M phase
Tb10.70.6640	G2/M phase
Tb10.70.6680	G2/M phase
Tb10.70.6740	G2/M phase
Tb10.70.6760	G2/M phase
Tb10.70.6900	G2/M phase
Tb10.70.6930	G2/M phase
Tb10.70.6960	G2/M phase
Tb10.70.7230	G2/M phase
Tb10.70.7280	G2/M phase
Tb10.70.7330	G2/M phase
Tb10.70.7350	G2/M phase
Tb10.70.7360	G2/M phase
Tb10.70.7420	G2/M phase
Tb10.70.7450	G2/M phase
Tb10.70.7460	G2/M phase
Tb10.70.7500	G2/M phase
Tb10.70.7550	G2/M phase
Tb10.70.7580	G2/M phase
Tb10.70.7650	G2/M phase
Tb10.70.7730	G2/M phase
Tb10.70.7840	G2/M phase
Tb10.70.7860	G2/M phase
Tb10.70.7980	G2/M phase
Tb10.v4.0035	G2/M phase
Tb10.v4.0037	G2/M phase
Tb10.v4.0052	G2/M phase
Tb10.v4.0053	G2/M phase
Tb10.v4.0246	G2/M phase
Tb10.v4.0248	G2/M phase
Tb11.01.0140	G2/M phase
Tb11.01.0200	G2/M phase
Tb11.01.0250	G2/M phase
Tb11.01.0280	G2/M phase
Tb11.01.0330	G2/M phase
Tb11.01.0360	G2/M phase
Tb11.01.0370	G2/M phase
Tb11.01.0415	G2/M phase
Tb11.01.0490	G2/M phase
Tb11.01.0510	G2/M phase
Tb11.01.0610	G2/M phase
Tb11.01.0630	G2/M phase
Tb11.01.0830	G2/M phase
Tb11.01.0910	G2/M phase
Tb11.01.0940	G2/M phase
Tb11.01.0950	G2/M phase
Tb11.01.1020	G2/M phase
Tb11.01.1030	G2/M phase
Tb11.01.1120	G2/M phase
Tb11.01.1210	G2/M phase
Tb11.01.1240	G2/M phase
Tb11.01.1250	G2/M phase
Tb11.01.1260	G2/M phase
Tb11.01.1280	G2/M phase
Tb11.01.1370	G2/M phase
Tb11.01.1380	G2/M phase
Tb11.01.1390	G2/M phase
Tb11.01.1400	G2/M phase
Tb11.01.1510	G2/M phase
Tb11.01.1530	G2/M phase
Tb11.01.1570	G2/M phase
Tb11.01.1620	G2/M phase
Tb11.01.1625	G2/M phase
Tb11.01.1640	G2/M phase
Tb11.01.1690	G2/M phase
Tb11.01.1700	G2/M phase
Tb11.01.1940	G2/M phase
Tb11.01.1960	G2/M phase
Tb11.01.1980	G2/M phase
Tb11.01.2000	G2/M phase
Tb11.01.2020	G2/M phase
Tb11.01.2030	G2/M phase
Tb11.01.2140	G2/M phase
Tb11.01.2170	G2/M phase
Tb11.01.2190	G2/M phase
Tb11.01.2200	G2/M phase
Tb11.01.2210	G2/M phase
Tb11.01.2220	G2/M phase
Tb11.01.2240	G2/M phase
Tb11.01.2270	G2/M phase
Tb11.01.2280	G2/M phase
Tb11.01.2310	G2/M phase
Tb11.01.2340	G2/M phase
Tb11.01.2360	G2/M phase
Tb11.01.2370	G2/M phase
Tb11.01.2380	G2/M phase
Tb11.01.2420	G2/M phase
Tb11.01.2470	G2/M phase
Tb11.01.2490	G2/M phase
Tb11.01.2510	G2/M phase
Tb11.01.2530	G2/M phase
Tb11.01.2570	G2/M phase
Tb11.01.2610	G2/M phase
Tb11.01.2630	G2/M phase
Tb11.01.2650	G2/M phase
Tb11.01.2670	G2/M phase
Tb11.01.2780	G2/M phase
Tb11.01.2790	G2/M phase
Tb11.01.2800	G2/M phase
Tb11.01.2820	G2/M phase
Tb11.01.2886	G2/M phase
Tb11.01.2940	G2/M phase
Tb11.01.3000	G2/M phase
Tb11.01.3070	G2/M phase
Tb11.01.3085	G2/M phase
Tb11.01.3190	G2/M phase
Tb11.01.3320	G2/M phase
Tb11.01.3360	G2/M phase
Tb11.01.3400	G2/M phase
Tb11.01.3480	G2/M phase
Tb11.01.3490	G2/M phase
Tb11.01.3500	G2/M phase
Tb11.01.3540	G2/M phase
Tb11.01.3640	G2/M phase
Tb11.01.3690	G2/M phase
Tb11.01.3745	G2/M phase
Tb11.01.3780	G2/M phase
Tb11.01.3805	G2/M phase
Tb11.01.3850	G2/M phase
Tb11.01.3970	G2/M phase
Tb11.01.4030	G2/M phase
Tb11.01.4090	G2/M phase
Tb11.01.4110	G2/M phase
Tb11.01.4120	G2/M phase
Tb11.01.4180	G2/M phase
Tb11.01.4200	G2/M phase
Tb11.01.4230	G2/M phase
Tb11.01.4270	G2/M phase
Tb11.01.4280	G2/M phase
Tb11.01.4350	G2/M phase
Tb11.01.4400	G2/M phase
Tb11.01.4410	G2/M phase
Tb11.01.4440	G2/M phase
Tb11.01.4750	G2/M phase
Tb11.01.4760	G2/M phase
Tb11.01.4780	G2/M phase
Tb11.01.4810	G2/M phase
Tb11.01.4820	G2/M phase
Tb11.01.4830	G2/M phase
Tb11.01.4840	G2/M phase
Tb11.01.4860	G2/M phase
Tb11.01.4890	G2/M phase
Tb11.01.4930	G2/M phase
Tb11.01.4990	G2/M phase
Tb11.01.5020	G2/M phase
Tb11.01.5060	G2/M phase
Tb11.01.5090	G2/M phase
Tb11.01.5100	G2/M phase
Tb11.01.5120	G2/M phase
Tb11.01.5150	G2/M phase
Tb11.01.5170	G2/M phase
Tb11.01.5180	G2/M phase
Tb11.01.5225	G2/M phase
Tb11.01.5250	G2/M phase
Tb11.01.5330	G2/M phase
Tb11.01.5355	G2/M phase
Tb11.01.5370	G2/M phase
Tb11.01.5390	G2/M phase
Tb11.01.5400	G2/M phase
Tb11.01.5460	G2/M phase
Tb11.01.5470	G2/M phase
Tb11.01.5500	G2/M phase
Tb11.01.5535	G2/M phase
Tb11.01.5600	G2/M phase
Tb11.01.5680	G2/M phase
Tb11.01.5880	G2/M phase
Tb11.01.5900	G2/M phase
Tb11.01.5910	G2/M phase
Tb11.01.5940	G2/M phase
Tb11.01.5950	G2/M phase
Tb11.01.5960	G2/M phase
Tb11.01.5970	G2/M phase
Tb11.01.5980	G2/M phase
Tb11.01.5990	G2/M phase
Tb11.01.6000	G2/M phase
Tb11.01.6030	G2/M phase
Tb11.01.6040	G2/M phase
Tb11.01.6050	G2/M phase
Tb11.01.6060	G2/M phase
Tb11.01.6080	G2/M phase
Tb11.01.6130	G2/M phase
Tb11.01.6180	G2/M phase
Tb11.01.6190	G2/M phase
Tb11.01.6320	G2/M phase
Tb11.01.6390	G2/M phase
Tb11.01.6480	G2/M phase
Tb11.01.6510	G2/M phase
Tb11.01.6530	G2/M phase
Tb11.01.6600	G2/M phase
Tb11.01.6620	G2/M phase
Tb11.01.6680	G2/M phase
Tb11.01.6740	G2/M phase
Tb11.01.6780	G2/M phase
Tb11.01.6840	G2/M phase
Tb11.01.6870	G2/M phase
Tb11.01.6900	G2/M phase
Tb11.01.6940	G2/M phase
Tb11.01.7005	G2/M phase
Tb11.01.7210	G2/M phase
Tb11.01.7280	G2/M phase
Tb11.01.7300	G2/M phase
Tb11.01.7310	G2/M phase
Tb11.01.7325	G2/M phase
Tb11.01.7330	G2/M phase
Tb11.01.7400	G2/M phase
Tb11.01.7410	G2/M phase
Tb11.01.7430	G2/M phase
Tb11.01.7480	G2/M phase
Tb11.01.7540	G2/M phase
Tb11.01.7570	G2/M phase
Tb11.01.7650	G2/M phase
Tb11.01.7680	G2/M phase
Tb11.01.7700	G2/M phase
Tb11.01.7740	G2/M phase
Tb11.01.7750	G2/M phase
Tb11.01.7770	G2/M phase
Tb11.01.7890	G2/M phase
Tb11.01.7900	G2/M phase
Tb11.01.7920	G2/M phase
Tb11.01.7930	G2/M phase
Tb11.01.7970	G2/M phase
Tb11.01.8010	G2/M phase
Tb11.01.8060	G2/M phase
Tb11.01.8100	G2/M phase
Tb11.01.8190	G2/M phase
Tb11.01.8200	G2/M phase
Tb11.01.8226	G2/M phase
Tb11.01.8240	G2/M phase
Tb11.01.8400	G2/M phase
Tb11.01.8500	G2/M phase
Tb11.01.8640	G2/M phase
Tb11.01.8715	G2/M phase
Tb11.02.0110	G2/M phase
Tb11.02.0120	G2/M phase
Tb11.02.0130	G2/M phase
Tb11.02.0140	G2/M phase
Tb11.02.0160	G2/M phase
Tb11.02.0170	G2/M phase
Tb11.02.0180	G2/M phase
Tb11.02.0230	G2/M phase
Tb11.02.0240	G2/M phase
Tb11.02.0250	G2/M phase
Tb11.02.0260	G2/M phase
Tb11.02.0320	G2/M phase
Tb11.02.0330	G2/M phase
Tb11.02.0340	G2/M phase
Tb11.02.0350	G2/M phase
Tb11.02.0352	G2/M phase
Tb11.02.0354	G2/M phase
Tb11.02.0355	G2/M phase
Tb11.02.0360	G2/M phase
Tb11.02.0450	G2/M phase
Tb11.02.0530	G2/M phase
Tb11.02.0570	G2/M phase
Tb11.02.0610	G2/M phase
Tb11.02.0620	G2/M phase
Tb11.02.0650	G2/M phase
Tb11.02.0670	G2/M phase
Tb11.02.0740	G2/M phase
Tb11.02.0870	G2/M phase
Tb11.02.1030	G2/M phase
Tb11.02.1040	G2/M phase
Tb11.02.1080	G2/M phase
Tb11.02.1135	G2/M phase
Tb11.02.1160	G2/M phase
Tb11.02.1190	G2/M phase
Tb11.02.1230	G2/M phase
Tb11.02.1260	G2/M phase
Tb11.02.1320	G2/M phase
Tb11.02.1330	G2/M phase
Tb11.02.1380	G2/M phase
Tb11.02.1390	G2/M phase
Tb11.02.1400	G2/M phase
Tb11.02.1490	G2/M phase
Tb11.02.1500	G2/M phase
Tb11.02.1520	G2/M phase
Tb11.02.1550	G2/M phase
Tb11.02.1600	G2/M phase
Tb11.02.1610	G2/M phase
Tb11.02.1670	G2/M phase
Tb11.02.1720	G2/M phase
Tb11.02.1730	G2/M phase
Tb11.02.2060	G2/M phase
Tb11.02.2070	G2/M phase
Tb11.02.2110	G2/M phase
Tb11.02.2130	G2/M phase
Tb11.02.2240	G2/M phase
Tb11.02.2320	G2/M phase
Tb11.02.2330	G2/M phase
Tb11.02.2420	G2/M phase
Tb11.02.2440	G2/M phase
Tb11.02.2480	G2/M phase
Tb11.02.2490	G2/M phase
Tb11.02.2510	G2/M phase
Tb11.02.2520	G2/M phase
Tb11.02.2530	G2/M phase
Tb11.02.2540	G2/M phase
Tb11.02.2550	G2/M phase
Tb11.02.2770	G2/M phase
Tb11.02.2810	G2/M phase
Tb11.02.2830	G2/M phase
Tb11.02.2930	G2/M phase
Tb11.02.3050	G2/M phase
Tb11.02.3060	G2/M phase
Tb11.02.3140	G2/M phase
Tb11.02.3290	G2/M phase
Tb11.02.3320	G2/M phase
Tb11.02.3370	G2/M phase
Tb11.02.3400	G2/M phase
Tb11.02.3540	G2/M phase
Tb11.02.3550	G2/M phase
Tb11.02.3560	G2/M phase
Tb11.02.3800	G2/M phase
Tb11.02.3810	G2/M phase
Tb11.02.3920	G2/M phase
Tb11.02.4030	G2/M phase
Tb11.02.4120	G2/M phase
Tb11.02.4220	G2/M phase
Tb11.02.4350	G2/M phase
Tb11.02.4380	G2/M phase
Tb11.02.4470	G2/M phase
Tb11.02.4500	G2/M phase
Tb11.02.4510	G2/M phase
Tb11.02.4540	G2/M phase
Tb11.02.4570	G2/M phase
Tb11.02.4580	G2/M phase
Tb11.02.4620	G2/M phase
Tb11.02.4650	G2/M phase
Tb11.02.4670	G2/M phase
Tb11.02.4950	G2/M phase
Tb11.02.5020	G2/M phase
Tb11.02.5030	G2/M phase
Tb11.02.5040	G2/M phase
Tb11.02.5070	G2/M phase
Tb11.02.5160	G2/M phase
Tb11.02.5180	G2/M phase
Tb11.02.5210	G2/M phase
Tb11.02.5280	G2/M phase
Tb11.02.5330	G2/M phase
Tb11.02.5350	G2/M phase
Tb11.02.5360	G2/M phase
Tb11.02.5390	G2/M phase
Tb11.02.5460	G2/M phase
Tb11.02.5510	G2/M phase
Tb11.02.5520	G2/M phase
Tb11.02.5560	G2/M phase
Tb11.02.5580	G2/M phase
Tb11.02.5620	G2/M phase
Tb11.02.5650	G2/M phase
Tb11.02.5660	G2/M phase
Tb11.02.5670	G2/M phase
Tb11.02.5680	G2/M phase
Tb11.02.5750	G2/M phase
Tb11.02.5800	G2/M phase
