Gene	peak.time
Tb927.8.5990	G2/M phase
Tb927.8.600	G2/M phase
Tb927.8.6050	G2/M phase
Tb927.8.6120	G2/M phase
Tb927.8.6230	G2/M phase
Tb927.8.6240	G2/M phase
Tb927.8.6270	G2/M phase
Tb927.8.630	G2/M phase
Tb927.8.6410	G2/M phase
Tb927.8.6490	G2/M phase
Tb927.8.650	G2/M phase
Tb927.8.6540	G2/M phase
Tb927.8.6550	G2/M phase
Tb927.8.6590	G2/M phase
Tb927.8.6600	G2/M phase
Tb927.8.6610	G2/M phase
Tb927.8.6660	G2/M phase
Tb927.8.6680	G2/M phase
Tb927.8.6770	G2/M phase
Tb927.8.6860	G2/M phase
Tb927.8.6870	G2/M phase
Tb927.8.6890	G2/M phase
Tb927.8.7120	G2/M phase
Tb927.8.7140	G2/M phase
Tb927.8.7160	G2/M phase
Tb927.8.720	G2/M phase
Tb927.8.7230	G2/M phase
Tb927.8.7250	G2/M phase
Tb927.8.7340	G2/M phase
Tb927.8.7360	G2/M phase
Tb927.8.7510	G2/M phase
Tb927.8.7550	G2/M phase
Tb927.8.760	G2/M phase
Tb927.8.7710	G2/M phase
Tb927.8.780	G2/M phase
Tb927.8.790	G2/M phase
Tb927.8.7940	G2/M phase
Tb927.8.7970	G2/M phase
Tb927.8.8000	G2/M phase
Tb927.8.8040	G2/M phase
Tb927.8.8090	G2/M phase
Tb927.8.810	G2/M phase
Tb927.8.8100	G2/M phase
Tb927.8.8120	G2/M phase
Tb927.8.8170	G2/M phase
Tb927.8.820	G2/M phase
Tb927.8.8200	G2/M phase
Tb927.8.8350	G2/M phase
Tb927.8.840	G2/M phase
Tb06.3A7.960	Late G1
Tb09.160.0360	Late G1
Tb09.160.0370	Late G1
Tb09.160.0380	Late G1
Tb09.160.0400	Late G1
Tb09.160.0460	Late G1
Tb09.160.0465	Late G1
Tb09.160.0490	Late G1
Tb09.160.0520	Late G1
Tb09.160.0570	Late G1
Tb09.160.0600	Late G1
Tb09.160.0610	Late G1
Tb09.160.0630	Late G1
Tb09.160.0690	Late G1
Tb09.160.0730	Late G1
Tb09.160.0760	Late G1
Tb09.160.0780	Late G1
Tb09.160.0810	Late G1
Tb09.160.0830	Late G1
Tb09.160.0840	Late G1
Tb09.160.0850	Late G1
Tb09.160.0860	Late G1
Tb09.160.0920	Late G1
Tb09.160.1030	Late G1
Tb09.160.1060	Late G1
Tb09.160.1140	Late G1
Tb09.160.1150	Late G1
Tb09.160.1210	Late G1
Tb09.160.1330	Late G1
Tb09.160.1460	Late G1
Tb09.160.1470	Late G1
Tb09.160.1480	Late G1
Tb09.160.1960	Late G1
Tb09.160.1970	Late G1
Tb09.160.1980	Late G1
Tb09.160.1990	Late G1
Tb09.160.2020	Late G1
Tb09.160.2040	Late G1
Tb09.160.2130	Late G1
Tb09.160.2180	Late G1
Tb09.160.2200	Late G1
Tb09.160.2360	Late G1
Tb09.160.2370	Late G1
Tb09.160.2380	Late G1
Tb09.160.2390	Late G1
Tb09.160.2400	Late G1
Tb09.160.2440	Late G1
Tb09.160.2450	Late G1
Tb09.160.2890	Late G1
Tb09.160.2960	Late G1
Tb09.160.2970	Late G1
Tb09.160.3210	Late G1
Tb09.160.3310	Late G1
Tb09.160.3380	Late G1
Tb09.160.3400	Late G1
Tb09.160.3460	Late G1
Tb09.160.3480	Late G1
Tb09.160.3500	Late G1
Tb09.160.3510	Late G1
Tb09.160.3560	Late G1
Tb09.160.3680	Late G1
Tb09.160.3710	Late G1
Tb09.160.3760	Late G1
Tb09.160.3800	Late G1
Tb09.160.3810	Late G1
Tb09.160.3820	Late G1
Tb09.160.4090	Late G1
Tb09.160.4100	Late G1
Tb09.160.4120	Late G1
Tb09.160.4150	Late G1
Tb09.160.4160	Late G1
Tb09.160.4240	Late G1
Tb09.160.4250	Late G1
Tb09.160.4270	Late G1
Tb09.160.4330	Late G1
Tb09.160.4400	Late G1
Tb09.160.4420	Late G1
Tb09.160.4600	Late G1
Tb09.160.4610	Late G1
Tb09.160.4620	Late G1
Tb09.160.4630	Late G1
Tb09.160.4640	Late G1
Tb09.160.4670	Late G1
Tb09.160.4690	Late G1
Tb09.160.4700	Late G1
Tb09.160.4760	Late G1
Tb09.160.4840	Late G1
Tb09.160.4930	Late G1
Tb09.160.4950	Late G1
Tb09.160.5040	Late G1
Tb09.160.5050	Late G1
Tb09.160.5070	Late G1
Tb09.160.5080	Late G1
Tb09.160.5180	Late G1
Tb09.160.5480	Late G1
Tb09.160.5530	Late G1
Tb09.160.5620	Late G1
Tb09.160.5660	Late G1
Tb09.211.0050	Late G1
Tb09.211.0140	Late G1
Tb09.211.0200	Late G1
Tb09.211.0270	Late G1
Tb09.211.0300	Late G1
Tb09.211.0480	Late G1
Tb09.211.0560	Late G1
Tb09.211.0580	Late G1
Tb09.211.0590	Late G1
Tb09.211.0610	Late G1
Tb09.211.0640	Late G1
Tb09.211.0710	Late G1
Tb09.211.0730	Late G1
Tb09.211.0740	Late G1
Tb09.211.0760	Late G1
Tb09.211.0770	Late G1
Tb09.211.0775	Late G1
Tb09.211.0790	Late G1
Tb09.211.0800	Late G1
Tb09.211.0810	Late G1
Tb09.211.0820	Late G1
Tb09.211.0830	Late G1
Tb09.211.0840	Late G1
Tb09.211.0850	Late G1
Tb09.211.0860	Late G1
Tb09.211.0900	Late G1
Tb09.211.0920	Late G1
Tb09.211.0930	Late G1
Tb09.211.1000	Late G1
Tb09.211.1010	Late G1
Tb09.211.1080	Late G1
Tb09.211.1110	Late G1
Tb09.211.1150	Late G1
Tb09.211.1180	Late G1
Tb09.211.1210	Late G1
Tb09.211.1290	Late G1
Tb09.211.1300	Late G1
Tb09.211.1310	Late G1
Tb09.211.1330	Late G1
Tb09.211.1350	Late G1
Tb09.211.1390	Late G1
Tb09.211.1400	Late G1
Tb09.211.1480	Late G1
Tb09.211.1520	Late G1
Tb09.211.1540	Late G1
Tb09.211.1550	Late G1
Tb09.211.1570	Late G1
Tb09.211.1580	Late G1
Tb09.211.1650	Late G1
Tb09.211.1690	Late G1
Tb09.211.1695	Late G1
Tb09.211.1760	Late G1
Tb09.211.1770	Late G1
Tb09.211.1780	Late G1
Tb09.211.1820	Late G1
Tb09.211.1860	Late G1
Tb09.211.1870	Late G1
Tb09.211.1900	Late G1
Tb09.211.1920	Late G1
Tb09.211.2010	Late G1
Tb09.211.2020	Late G1
Tb09.211.2080	Late G1
Tb09.211.2100	Late G1
Tb09.211.2120	Late G1
Tb09.211.2130	Late G1
Tb09.211.2140	Late G1
Tb09.211.2190	Late G1
Tb09.211.2220	Late G1
Tb09.211.2260	Late G1
Tb09.211.2310	Late G1
Tb09.211.2370	Late G1
Tb09.211.2440	Late G1
Tb09.211.2460	Late G1
Tb09.211.2540	Late G1
Tb09.211.2550	Late G1
Tb09.211.2570	Late G1
Tb09.211.2600	Late G1
Tb09.211.2710	Late G1
Tb09.211.2800	Late G1
Tb09.211.2830	Late G1
Tb09.211.2850	Late G1
Tb09.211.2860	Late G1
Tb09.211.2870	Late G1
Tb09.211.2920	Late G1
Tb09.211.2970	Late G1
Tb09.211.2990	Late G1
Tb09.211.3020	Late G1
Tb09.211.3050	Late G1
Tb09.211.3070	Late G1
Tb09.211.3080	Late G1
Tb09.211.3090	Late G1
Tb09.211.3110	Late G1
Tb09.211.3120	Late G1
Tb09.211.3210	Late G1
Tb09.211.3290	Late G1
Tb09.211.3300	Late G1
Tb09.211.3310	Late G1
Tb09.211.3320	Late G1
Tb09.211.3330	Late G1
Tb09.211.3340	Late G1
Tb09.211.3350	Late G1
Tb09.211.3400	Late G1
Tb09.211.3410	Late G1
Tb09.211.3420	Late G1
Tb09.211.3440	Late G1
Tb09.211.3460	Late G1
Tb09.211.3500	Late G1
Tb09.211.3510	Late G1
Tb09.211.3520	Late G1
Tb09.211.3610	Late G1
Tb09.211.3650	Late G1
Tb09.211.3690	Late G1
Tb09.211.3720	Late G1
Tb09.211.3750	Late G1
Tb09.211.3760	Late G1
Tb09.211.3770	Late G1
Tb09.211.3780	Late G1
Tb09.211.3800	Late G1
Tb09.211.3820	Late G1
Tb09.211.3840	Late G1
Tb09.211.3910	Late G1
Tb09.211.3930	Late G1
Tb09.211.3955	Late G1
Tb09.211.3990	Late G1
Tb09.211.4010	Late G1
Tb09.211.4020	Late G1
Tb09.211.4100	Late G1
Tb09.211.4130	Late G1
Tb09.211.4170	Late G1
Tb09.211.4220	Late G1
Tb09.211.4270	Late G1
Tb09.211.4350	Late G1
Tb09.211.4430	Late G1
Tb09.211.4460	Late G1
Tb09.211.4500	Late G1
Tb09.211.4510	Late G1
Tb09.211.4511	Late G1
Tb09.211.4610	Late G1
Tb09.211.4760	Late G1
Tb09.211.4830	Late G1
Tb09.211.4840	Late G1
Tb09.211.4860	Late G1
Tb09.211.4910	Late G1
Tb09.211.4920	Late G1
Tb09.211.4960	Late G1
Tb09.244.2390	Late G1
Tb09.244.2400	Late G1
Tb09.244.2410	Late G1
Tb09.244.2440	Late G1
Tb09.244.2450	Late G1
Tb09.244.2460	Late G1
Tb09.244.2510	Late G1
Tb09.244.2520	Late G1
Tb09.244.2540	Late G1
Tb09.244.2550	Late G1
Tb09.244.2580	Late G1
Tb09.244.2710	Late G1
Tb09.244.2760	Late G1
Tb09.244.2810	Late G1
Tb09.244.2820	Late G1
Tb09.244.2830	Late G1
Tb09.244.2850	Late G1
Tb09.244.2860	Late G1
Tb09.244.2990	Late G1
Tb09.v1.0110	Late G1
Tb09.v1.0420	Late G1
Tb09.v1.0470	Late G1
Tb09.v1.0650	Late G1
Tb09.v2.0020	Late G1
Tb09.v2.0050	Late G1
Tb10.05.0100	Late G1
Tb10.05.0110	Late G1
Tb10.05.0200	Late G1
Tb10.05.0220	Late G1
Tb10.100.0060	Late G1
Tb10.100.0070	Late G1
Tb10.100.0090	Late G1
Tb10.100.0100	Late G1
Tb10.100.0140	Late G1
Tb10.100.0160	Late G1
Tb10.100.0170	Late G1
Tb10.100.0180	Late G1
Tb10.100.0220	Late G1
Tb10.100.0230	Late G1
Tb10.26.0030	Late G1
Tb10.26.0100	Late G1
Tb10.26.0190	Late G1
Tb10.26.0245	Late G1
Tb10.26.0280	Late G1
Tb10.26.0400	Late G1
Tb10.26.0520	Late G1
Tb10.26.0630	Late G1
Tb10.26.0670	Late G1
Tb10.26.0690	Late G1
Tb10.26.0740	Late G1
Tb10.26.0750	Late G1
Tb10.26.0770	Late G1
Tb10.26.0910	Late G1
Tb10.26.0920	Late G1
Tb10.26.0990	Late G1
Tb10.26.1030	Late G1
Tb10.26.1040	Late G1
Tb10.329.0030	Late G1
Tb10.329.0040	Late G1
Tb10.389.0050	Late G1
Tb10.389.0100	Late G1
Tb10.389.0240	Late G1
Tb10.389.0350	Late G1
Tb10.389.0390	Late G1
Tb10.389.0470	Late G1
Tb10.389.0480	Late G1
Tb10.389.0490	Late G1
Tb10.389.0550	Late G1
Tb10.389.0560	Late G1
Tb10.389.0670	Late G1
Tb10.389.0680	Late G1
Tb10.389.0710	Late G1
Tb10.389.0860	Late G1
Tb10.389.0890	Late G1
Tb10.389.0900	Late G1
Tb10.389.1030	Late G1
Tb10.389.1130	Late G1
Tb10.389.1140	Late G1
Tb10.389.1160	Late G1
Tb10.389.1270	Late G1
Tb10.389.1360	Late G1
Tb10.389.1410	Late G1
Tb10.389.1430	Late G1
Tb10.389.1510	Late G1
Tb10.389.1540	Late G1
Tb10.389.1550	Late G1
Tb10.389.1560	Late G1
Tb10.389.1570	Late G1
Tb10.389.1610	Late G1
Tb10.389.1630	Late G1
Tb10.389.1650	Late G1
Tb10.389.1690	Late G1
Tb10.389.1730	Late G1
Tb10.389.1760	Late G1
Tb10.389.1785	Late G1
Tb10.389.1820	Late G1
Tb10.389.1860	Late G1
Tb10.389.1870	Late G1
Tb10.389.1880	Late G1
Tb10.389.1900	Late G1
Tb10.406.0170	Late G1
Tb10.406.0190	Late G1
Tb10.406.0270	Late G1
Tb10.406.0490	Late G1
Tb10.406.0615	Late G1
Tb10.61.0120	Late G1
Tb10.61.0150	Late G1
Tb10.61.0210	Late G1
Tb10.61.0220	Late G1
Tb10.61.0250	Late G1
Tb10.61.0260	Late G1
Tb10.61.0380	Late G1
Tb10.61.0400	Late G1
Tb10.61.0500	Late G1
Tb10.61.0530	Late G1
Tb10.61.0610	Late G1
Tb10.61.0680	Late G1
Tb10.61.0700	Late G1
Tb10.61.0730	Late G1
Tb10.61.0740	Late G1
Tb10.61.0780	Late G1
Tb10.61.0810	Late G1
Tb10.61.0840	Late G1
Tb10.61.0850	Late G1
Tb10.61.0860	Late G1
Tb10.61.0870	Late G1
Tb10.61.0880	Late G1
Tb10.61.0890	Late G1
Tb10.61.0940	Late G1
Tb10.61.1030	Late G1
Tb10.61.1040	Late G1
Tb10.61.1090	Late G1
Tb10.61.1110	Late G1
Tb10.61.1115	Late G1
Tb10.61.1280	Late G1
Tb10.61.1320	Late G1
Tb10.61.1330	Late G1
Tb10.61.1360	Late G1
Tb10.61.1380	Late G1
Tb10.61.1590	Late G1
Tb10.61.1770	Late G1
Tb10.61.1790	Late G1
Tb10.61.1880	Late G1
Tb10.61.1930	Late G1
Tb10.61.2230	Late G1
Tb10.61.2350	Late G1
Tb10.61.2370	Late G1
Tb10.61.2470	Late G1
Tb10.61.2550	Late G1
Tb10.61.2650	Late G1
Tb10.61.2720	Late G1
Tb10.61.2747	Late G1
Tb10.61.2750	Late G1
Tb10.61.2840	Late G1
Tb10.61.2850	Late G1
Tb10.61.2870	Late G1
Tb10.61.2910	Late G1
Tb10.61.2930	Late G1
Tb10.61.3020	Late G1
Tb10.61.3060	Late G1
Tb10.61.3140	Late G1
Tb10.61.3200	Late G1
Tb10.6k15.0130	Late G1
Tb10.6k15.0180	Late G1
Tb10.6k15.0190	Late G1
Tb10.6k15.0255	Late G1
Tb10.6k15.0280	Late G1
Tb10.6k15.0350	Late G1
Tb10.6k15.0430	Late G1
Tb10.6k15.0460	Late G1
Tb10.6k15.0480	Late G1
Tb10.6k15.0510	Late G1
Tb10.6k15.0580	Late G1
Tb10.6k15.0620	Late G1
Tb10.6k15.0660	Late G1
Tb10.6k15.0980	Late G1
Tb10.6k15.1020	Late G1
Tb10.6k15.1030	Late G1
Tb10.6k15.1050	Late G1
Tb10.6k15.1070	Late G1
Tb10.6k15.1110	Late G1
Tb10.6k15.1120	Late G1
Tb10.6k15.1170	Late G1
Tb10.6k15.1300	Late G1
Tb10.6k15.1310	Late G1
Tb10.6k15.1350	Late G1
Tb10.6k15.1370	Late G1
Tb10.6k15.1450	Late G1
Tb10.6k15.1480	Late G1
Tb10.6k15.1520	Late G1
Tb10.6k15.1570	Late G1
Tb10.6k15.1600	Late G1
Tb10.6k15.1610	Late G1
Tb10.6k15.1620	Late G1
Tb10.6k15.1640	Late G1
Tb10.6k15.1720	Late G1
Tb10.6k15.1730	Late G1
Tb10.6k15.1770	Late G1
Tb10.6k15.1780	Late G1
Tb10.6k15.1800	Late G1
Tb10.6k15.1830	Late G1
Tb10.6k15.1835	Late G1
Tb10.6k15.1880	Late G1
Tb10.6k15.2100	Late G1
Tb10.6k15.2110	Late G1
Tb10.6k15.2130	Late G1
Tb10.6k15.2170	Late G1
Tb10.6k15.2180	Late G1
Tb10.6k15.2190	Late G1
Tb10.6k15.2220	Late G1
Tb10.6k15.2270	Late G1
Tb10.6k15.2280	Late G1
Tb10.6k15.2290	Late G1
Tb10.6k15.2300	Late G1
Tb10.6k15.2520	Late G1
Tb10.6k15.2550	Late G1
Tb10.6k15.2580	Late G1
Tb10.6k15.2630	Late G1
Tb10.6k15.2660	Late G1
Tb10.6k15.2730	Late G1
Tb10.6k15.2760	Late G1
Tb10.6k15.2790	Late G1
Tb10.6k15.2870	Late G1
Tb10.6k15.2875	Late G1
Tb10.6k15.3160	Late G1
Tb10.6k15.3170	Late G1
Tb10.6k15.3180	Late G1
Tb10.6k15.3420	Late G1
Tb10.6k15.3480	Late G1
Tb10.6k15.3510	Late G1
Tb10.6k15.3600	Late G1
Tb10.6k15.3710	Late G1
Tb10.6k15.3720	Late G1
Tb10.6k15.3740	Late G1
Tb10.6k15.3750	Late G1
Tb10.6k15.3760	Late G1
Tb10.6k15.3890	Late G1
Tb10.6k15.3940	Late G1
Tb10.6k15.3950	Late G1
Tb10.6k15.3970	Late G1
Tb10.6k15.4010	Late G1
Tb10.70.0010	Late G1
Tb10.70.0020	Late G1
Tb10.70.0040	Late G1
Tb10.70.0050	Late G1
Tb10.70.0070	Late G1
Tb10.70.0110	Late G1
Tb10.70.0120	Late G1
Tb10.70.0160	Late G1
Tb10.70.0180	Late G1
Tb10.70.0260	Late G1
Tb10.70.0300	Late G1
Tb10.70.0350	Late G1
Tb10.70.0360	Late G1
Tb10.70.0410	Late G1
Tb10.70.0420	Late G1
Tb10.70.0640	Late G1
Tb10.70.0790	Late G1
Tb10.70.0850	Late G1
Tb10.70.0870	Late G1
Tb10.70.0910	Late G1
Tb10.70.0940	Late G1
Tb10.70.0990	Late G1
Tb10.70.1070	Late G1
Tb10.70.1080	Late G1
Tb10.70.1100	Late G1
Tb10.70.1170	Late G1
Tb10.70.1230	Late G1
Tb10.70.1340	Late G1
Tb10.70.1350	Late G1
Tb10.70.1390	Late G1
Tb10.70.1430	Late G1
Tb10.70.1460	Late G1
Tb10.70.1470	Late G1
Tb10.70.1510	Late G1
Tb10.70.1520	Late G1
Tb10.70.1530	Late G1
Tb10.70.1570	Late G1
Tb10.70.1660	Late G1
Tb10.70.1750	Late G1
Tb10.70.1760	Late G1
Tb10.70.1780	Late G1
Tb10.70.1790	Late G1
Tb10.70.1800	Late G1
Tb10.70.1810	Late G1
Tb10.70.1880	Late G1
Tb10.70.1890	Late G1
Tb10.70.2070	Late G1
Tb10.70.2140	Late G1
Tb10.70.2150	Late G1
Tb10.70.2155	Late G1
Tb10.70.2220	Late G1
Tb10.70.2230	Late G1
Tb10.70.2260	Late G1
Tb10.70.2300	Late G1
Tb10.70.2310	Late G1
Tb10.70.2340	Late G1
Tb10.70.2360	Late G1
Tb10.70.2370	Late G1
Tb10.70.2420	Late G1
Tb10.70.2450	Late G1
Tb10.70.2465	Late G1
Tb10.70.2470	Late G1
Tb10.70.2540	Late G1
Tb10.70.2560	Late G1
Tb10.70.2610	Late G1
Tb10.70.2620	Late G1
Tb10.70.2640	Late G1
Tb10.70.2650	Late G1
Tb10.70.2690	Late G1
Tb10.70.2700	Late G1
Tb10.70.2750	Late G1
Tb10.70.2920	Late G1
Tb10.70.3010	Late G1
Tb10.70.3020	Late G1
Tb10.70.3030	Late G1
Tb10.70.3090	Late G1
Tb10.70.3100	Late G1
Tb10.70.3120	Late G1
Tb10.70.3125	Late G1
Tb10.70.3150	Late G1
Tb10.70.3320	Late G1
Tb10.70.3390	Late G1
Tb10.70.3590	Late G1
Tb10.70.3610	Late G1
Tb10.70.3650	Late G1
Tb10.70.3660	Late G1
Tb10.70.3760	Late G1
Tb10.70.3820	Late G1
Tb10.70.3880	Late G1
Tb10.70.3930	Late G1
Tb10.70.4090	Late G1
Tb10.70.4155	Late G1
Tb10.70.4250	Late G1
Tb10.70.4280	Late G1
Tb10.70.4360	Late G1
Tb10.70.4370	Late G1
Tb10.70.4380	Late G1
Tb10.70.4390	Late G1
Tb10.70.4420	Late G1
Tb10.70.4500	Late G1
Tb10.70.4620	Late G1
Tb10.70.4650	Late G1
Tb10.70.4680	Late G1
Tb10.70.4800	Late G1
Tb10.70.4890	Late G1
Tb10.70.4920	Late G1
Tb10.70.4930	Late G1
Tb10.70.5000	Late G1
Tb10.70.5020	Late G1
Tb10.70.5050	Late G1
Tb10.70.5090	Late G1
Tb10.70.5150	Late G1
Tb10.70.5170	Late G1
Tb10.70.5200	Late G1
Tb10.70.5220	Late G1
Tb10.70.5260	Late G1
Tb10.70.5350	Late G1
Tb10.70.5360	Late G1
Tb10.70.5370	Late G1
Tb10.70.5385	Late G1
Tb10.70.5410	Late G1
Tb10.70.5470	Late G1
Tb10.70.5500	Late G1
Tb10.70.5550	Late G1
Tb10.70.5600	Late G1
Tb10.70.5690	Late G1
Tb10.70.5830	Late G1
Tb10.70.5880	Late G1
Tb10.70.5890	Late G1
Tb10.70.5940	Late G1
Tb10.70.5970	Late G1
Tb10.70.6000	Late G1
Tb10.70.6040	Late G1
Tb10.70.6170	Late G1
Tb10.70.6180	Late G1
Tb10.70.6210	Late G1
Tb10.70.6220	Late G1
Tb10.70.6270	Late G1
Tb10.70.6290	Late G1
Tb10.70.6325	Late G1
Tb10.70.6410	Late G1
Tb10.70.6470	Late G1
Tb10.70.6550	Late G1
Tb10.70.6610	Late G1
Tb10.70.6660	Late G1
Tb10.70.6710	Late G1
Tb10.70.6730	Late G1
Tb10.70.6780	Late G1
Tb10.70.6820	Late G1
Tb10.70.6830	Late G1
Tb10.70.6890	Late G1
Tb10.70.6940	Late G1
Tb10.70.6970	Late G1
Tb10.70.7040	Late G1
Tb10.70.7050	Late G1
Tb10.70.7080	Late G1
Tb10.70.7090	Late G1
Tb10.70.7150	Late G1
Tb10.70.7200	Late G1
Tb10.70.7240	Late G1
Tb10.70.7260	Late G1
Tb10.70.7270	Late G1
Tb10.70.7380	Late G1
Tb10.70.7440	Late G1
Tb10.70.7470	Late G1
Tb10.70.7480	Late G1
Tb10.70.7710	Late G1
Tb10.70.7760	Late G1
Tb10.70.7770	Late G1
Tb10.70.7900	Late G1
Tb10.70.7950	Late G1
Tb10.v4.0045	Late G1
Tb10.v4.0219	Late G1
Tb11.01.0100	Late G1
Tb11.01.0110	Late G1
Tb11.01.0160	Late G1
Tb11.01.0230	Late G1
Tb11.01.0240	Late G1
Tb11.01.0300	Late G1
Tb11.01.0310	Late G1
Tb11.01.0320	Late G1
Tb11.01.0340	Late G1
Tb11.01.0380	Late G1
Tb11.01.0430	Late G1
Tb11.01.0460	Late G1
Tb11.01.0470	Late G1
Tb11.01.0500	Late G1
Tb11.01.0530	Late G1
Tb11.01.0580	Late G1
Tb11.01.0590	Late G1
Tb11.01.0600	Late G1
Tb11.01.0620	Late G1
Tb11.01.0625	Late G1
Tb11.01.0640	Late G1
Tb11.01.0650	Late G1
Tb11.01.0660	Late G1
Tb11.01.0680	Late G1
Tb11.01.0790	Late G1
Tb11.01.0860	Late G1
Tb11.01.0970	Late G1
Tb11.01.1000	Late G1
Tb11.01.1040	Late G1
Tb11.01.1080	Late G1
Tb11.01.1090	Late G1
Tb11.01.1190	Late G1
Tb11.01.1200	Late G1
Tb11.01.1300	Late G1
Tb11.01.1360	Late G1
Tb11.01.1550	Late G1
Tb11.01.1590	Late G1
Tb11.01.1600	Late G1
Tb11.01.1610	Late G1
Tb11.01.1670	Late G1
Tb11.01.1730	Late G1
Tb11.01.1920	Late G1
Tb11.01.2010	Late G1
Tb11.01.2070	Late G1
Tb11.01.2080	Late G1
Tb11.01.2100	Late G1
Tb11.01.2110	Late G1
Tb11.01.2180	Late G1
Tb11.01.2260	Late G1
Tb11.01.2430	Late G1
Tb11.01.2520	Late G1
Tb11.01.2640	Late G1
Tb11.01.2660	Late G1
Tb11.01.2690	Late G1
Tb11.01.2695	Late G1
Tb11.01.2720	Late G1
Tb11.01.2730	Late G1
Tb11.01.2750	Late G1
Tb11.01.2910	Late G1
Tb11.01.2920	Late G1
Tb11.01.3080	Late G1
Tb11.01.3100	Late G1
Tb11.01.3150	Late G1
Tb11.01.3260	Late G1
Tb11.01.3270	Late G1
Tb11.01.3300	Late G1
Tb11.01.3390	Late G1
Tb11.01.3410	Late G1
Tb11.01.3510	Late G1
Tb11.01.3580	Late G1
Tb11.01.3590	Late G1
Tb11.01.3670	Late G1
Tb11.01.3750	Late G1
Tb11.01.3760	Late G1
Tb11.01.3860	Late G1
Tb11.01.3870	Late G1
Tb11.01.3960	Late G1
Tb11.01.4070	Late G1
Tb11.01.4160	Late G1
Tb11.01.4250	Late G1
Tb11.01.4290	Late G1
Tb11.01.4300	Late G1
Tb11.01.4340	Late G1
Tb11.01.4430	Late G1
Tb11.01.4490	Late G1
Tb11.01.4520	Late G1
Tb11.01.4590	Late G1
Tb11.01.4621	Late G1
Tb11.01.4701	Late G1
Tb11.01.4790	Late G1
Tb11.01.4870	Late G1
Tb11.01.4880	Late G1
Tb11.01.4910	Late G1
Tb11.01.5050	Late G1
Tb11.01.5070	Late G1
Tb11.01.5130	Late G1
Tb11.01.5195	Late G1
Tb11.01.5200	Late G1
Tb11.01.5260	Late G1
Tb11.01.5270	Late G1
Tb11.01.5280	Late G1
Tb11.01.5300	Late G1
Tb11.01.5320	Late G1
Tb11.01.5340	Late G1
Tb11.01.5350	Late G1
Tb11.01.5380	Late G1
Tb11.01.5440	Late G1
Tb11.01.5450	Late G1
Tb11.01.5490	Late G1
Tb11.01.5530	Late G1
Tb11.01.5540	Late G1
Tb11.01.5550	Late G1
Tb11.01.5590	Late G1
Tb11.01.5690	Late G1
Tb11.01.5710	Late G1
Tb11.01.5740	Late G1
Tb11.01.5750	Late G1
Tb11.01.5770	Late G1
Tb11.01.5790	Late G1
Tb11.01.5850	Late G1
Tb11.01.5870	Late G1
Tb11.01.5890	Late G1
Tb11.01.5915	Late G1
Tb11.01.6010	Late G1
Tb11.01.6070	Late G1
Tb11.01.6090	Late G1
Tb11.01.6100	Late G1
Tb11.01.6140	Late G1
Tb11.01.6150	Late G1
Tb11.01.6270	Late G1
Tb11.01.6280	Late G1
Tb11.01.6310	Late G1
Tb11.01.6350	Late G1
Tb11.01.6360	Late G1
Tb11.01.6370	Late G1
Tb11.01.6380	Late G1
Tb11.01.6400	Late G1
Tb11.01.6410	Late G1
Tb11.01.6420	Late G1
Tb11.01.6430	Late G1
Tb11.01.6460	Late G1
Tb11.01.6490	Late G1
Tb11.01.6500	Late G1
Tb11.01.6520	Late G1
Tb11.01.6540	Late G1
Tb11.01.6570	Late G1
Tb11.01.6590	Late G1
Tb11.01.6630	Late G1
Tb11.01.6650	Late G1
Tb11.01.6660	Late G1
Tb11.01.6670	Late G1
Tb11.01.6700	Late G1
Tb11.01.6710	Late G1
Tb11.01.6715	Late G1
Tb11.01.6720	Late G1
Tb11.01.6800	Late G1
Tb11.01.6820	Late G1
Tb11.01.6860	Late G1
Tb11.01.6880	Late G1
Tb11.01.6910	Late G1
Tb11.01.6980	Late G1
Tb11.01.6990	Late G1
Tb11.01.7000	Late G1
Tb11.01.7030	Late G1
Tb11.01.7070	Late G1
Tb11.01.7095	Late G1
Tb11.01.7110	Late G1
Tb11.01.7130	Late G1
Tb11.01.7160	Late G1
Tb11.01.7170	Late G1
Tb11.01.7180	Late G1
Tb11.01.7220	Late G1
Tb11.01.7230	Late G1
Tb11.01.7240	Late G1
Tb11.01.7340	Late G1
Tb11.01.7360	Late G1
Tb11.01.7380	Late G1
Tb11.01.7500	Late G1
Tb11.01.7550	Late G1
Tb11.01.7590	Late G1
Tb11.01.7690	Late G1
Tb11.01.7710	Late G1
Tb11.01.7790	Late G1
Tb11.01.7810	Late G1
Tb11.01.7825	Late G1
Tb11.01.7910	Late G1
Tb11.01.7990	Late G1
Tb11.01.8040	Late G1
Tb11.01.8070	Late G1
Tb11.01.8085	Late G1
Tb11.01.8110	Late G1
Tb11.01.8220	Late G1
Tb11.01.8225	Late G1
Tb11.01.8290	Late G1
Tb11.01.8330	Late G1
Tb11.01.8340	Late G1
Tb11.01.8350	Late G1
Tb11.01.8370	Late G1
Tb11.01.8440	Late G1
Tb11.01.8590	Late G1
Tb11.01.8630	Late G1
Tb11.01.8710	Late G1
Tb11.01.8720	Late G1
Tb11.01.8750	Late G1
Tb11.01.8760	Late G1
Tb11.01.8775	Late G1
Tb11.01.8780	Late G1
Tb11.02.0040	Late G1
Tb11.02.0060	Late G1
